,,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
28883,28883,0.056447971,62,0,0.002631302,9500,2,0,0,0,0,0
28884,28884,0.01499925,27,0,0.346663567,4300,13,0,1,0,0,0
28885,28885,0.461799748,52,0,0.13952455,4500,11,0,0,0,0,0
28886,28886,1.03127715,40,0,1.911665291,5388,3,1,0,0,0,0
28887,28887,0.082406443,28,0,1.911665291,5388,13,0,0,0,0,0
28888,28888,0.065842777,84,0,1.911665291,5388,3,0,0,0,0,0
28889,28889,0.172832859,39,0,0.270068636,3350,5,0,0,0,2,0
28890,28890,0.896367877,48,0,0.214642752,3400,5,0,0,0,0,0
28891,28891,0.000668769,45,0,0.210298284,6000,5,0,1,0,2,0
28892,28892,0.658341658,26,2,0.193829487,4245,3,4,0,0,2,0
28893,28893,0.011865779,43,1,0.451077446,12597.5,9,0,3,0,4,0
28894,28894,0.540220831,47,0,1.911665291,5388,12,0,1,0,5,0
28895,28895,0.006840381,68,0,0.010889292,550,5,0,0,0,0,0
28896,28896,0.572436114,42,0,1.911665291,5388,8,0,1,0,0,0
28897,28897,0.186823379,44,0,0.397247383,8500,9,0,1,0,2,0
28898,28898,0.765437374,36,0,1.911665291,5388,6,0,0,0,3,0
28899,28899,0.495872192,54,0,0.145990876,12597.5,8,0,0,0,0,0
28900,28900,1.142233313,42,3,0.322568243,2600,5,1,0,0,1,1
28901,28901,0.052358079,64,0,1.156562292,1500,9,0,1,0,1,0
28902,28902,0.929669798,51,1,0.562251746,7300,20,0,1,0,1,0
28903,28903,0.043639494,27,0,1.911665291,764,6,0,2,0,0,0
28904,28904,0.036618821,43,0,0.238180946,8333,12,0,2,0,0,0
28905,28905,0.9999999,26,0,0.055511707,3800,1,0,0,0,0,0
28906,28906,0.945746372,40,0,0.331960946,8500,8,0,1,0,0,0
28907,28907,0.311646014,62,0,0.284895347,7500,10,0,1,0,0,0
28908,28908,0.034700198,36,0,0.00449925,6000,3,0,0,0,5,0
28909,28909,0.254165858,33,0,0.390048867,4501,10,0,0,0,4,0
28910,28910,0.007364828,44,0,0.08697101,3000,4,0,0,0,2,0
28911,28911,0.05941906,64,0,0.321659536,10050,7,0,1,0,0,0
28912,28912,1.142952349,25,0,1.911665291,5388,1,0,0,0,0,1
28913,28913,0.007764032,45,1,0.029558792,4600,14,0,0,0,2,0
28914,28914,0,54,0,1.911665291,5388,9,0,1,0,0,0
28915,28915,0.987202559,67,3,0.651219512,2869,3,1,1,0,0,1
28916,28916,0.23191656,85,0,0.386183613,7700,11,0,1,0,0,0
28917,28917,0.251043588,85,0,0.253641817,3500,13,1,1,0,0,0
28918,28918,0.019799505,55,1,0.649280087,3680,5,0,1,0,0,0
28919,28919,0.03371341,82,0,0.004559635,8333,6,0,0,0,0,0
28920,28920,0.145933474,31,0,0.063466821,6916,4,0,0,0,0,0
28921,28921,0.069177491,59,0,0.274336283,7005,6,0,1,0,1,0
28922,28922,0.795046858,42,0,0.462203836,7976,8,0,2,0,4,0
28923,28923,0.288404149,51,0,0.359279402,5883,10,0,2,0,1,0
28924,28924,0.760861957,33,0,0.20954033,5764,5,0,0,0,0,0
28925,28925,0.005491336,68,0,0.438518188,4480,9,1,1,0,0,0
28926,28926,0.053507591,48,0,0.257983876,12597.5,16,0,2,0,2,0
28927,28927,0,48,0,0.484402496,6250,11,0,2,0,2,0
28928,28928,0.965285193,62,0,0.3030721,7974,16,0,1,0,0,0
28929,28929,0.401636276,55,0,0.308719346,7339,12,0,1,0,0,0
28930,28930,0.189770425,58,0,0.414774732,8500,9,0,1,0,1,0
28931,28931,1.119300437,62,5,0.646762831,2980,9,1,0,0,0,0
28932,28932,0.008647644,52,0,0.003998001,2000,4,0,0,0,0,0
28933,28933,0.21938849,62,0,0.370725855,3333,9,0,1,0,0,0
28934,28934,0.085126921,43,0,0.219479653,5995,13,0,1,0,0,0
28935,28935,0.101467773,32,0,0.202978723,2349,4,0,0,0,0,0
28936,28936,0.372920035,43,0,0.644395964,11000,16,0,1,0,2,0
28937,28937,0.050117159,53,0,1.911665291,0,10,0,1,0,0,0
28938,28938,0.9999999,52,0,0.186892723,10085,12,0,2,0,0,0
28939,28939,0.039403824,59,0,1.911665291,0,4,0,0,0,0,0
28940,28940,0,52,1,0.168053245,600,4,1,0,0,0,0
28941,28941,0.9999999,38,0,0.05252633,7500,3,0,0,0,0,0
28942,28942,0.9999999,40,2,0.344213309,8700,8,0,2,0,3,0
28943,28943,0,78,0,1.911665291,5388,4,0,1,0,0,0
28944,28944,0.477042494,28,0,0.133560124,6760,10,0,0,0,1,0
28945,28945,0.22446259,54,0,0.448637841,4000,4,0,1,0,0,0
28946,28946,0,45,0,0.08283742,4200,9,0,0,0,0,0
28947,28947,1.667613935,42,0,0.295540892,5000,7,0,0,0,3,1
28948,28948,0.001795743,44,0,1.911665291,5388,12,0,1,0,0,0
28949,28949,0.046341727,45,0,0.228200371,4850,13,0,0,0,0,0
28950,28950,0.48812555,53,1,0.451949783,9000,21,0,4,0,0,0
28951,28951,0.002216877,42,1,0.531559729,5750,7,0,1,0,2,0
28952,28952,0.557452118,56,5,1.911665291,5388,25,0,4,0,0,1
28953,28953,0,45,0,0.408065619,2925,2,0,1,0,0,0
28954,28954,0.9999999,50,0,0,5388,0,0,0,0,0,0
28955,28955,0.9999999,69,0,0,5388,0,0,0,0,0,0
28956,28956,0.853515178,59,1,0.938994442,7736,11,0,2,0,2,0
28957,28957,0.012518274,76,0,0.332333533,5000,14,0,1,0,0,0
28958,28958,0.105335984,58,0,0.14632598,6300,9,0,1,0,1,0
28959,28959,0.154011407,56,0,1.911665291,5388,11,0,1,0,0,0
28960,28960,0.174761225,50,0,0.11342834,8630,13,0,0,0,2,0
28961,28961,0.023792889,56,0,0.009331778,6000,7,0,0,0,0,0
28962,28962,0.9999999,70,0,1.911665291,0,5,0,1,0,0,0
28963,28963,0.004799904,42,0,0.27489086,7100,4,0,1,0,2,0
28964,28964,0.195271145,67,0,1.911665291,5388,4,0,0,0,0,0
28965,28965,0.07375705,32,0,0.170369704,11116,5,0,2,0,0,0
28966,28966,0.96440356,38,0,0.470323548,4666,9,0,1,0,0,0
28967,28967,0,56,0,0,11105,6,0,0,0,2,0
28968,28968,0.110724551,43,0,0.368895761,7760,11,0,1,0,3,0
28969,28969,0.07156953,33,0,0.347640629,3750,12,0,1,0,0,0
28970,28970,0,68,0,0.105344733,12597.5,9,0,1,0,1,0
28971,28971,0,23,0,0.186781609,1739,2,0,0,0,0,0
28972,28972,1.011094718,44,1,0.361070129,10166,7,0,1,1,2,0
28973,28973,0.222352337,43,0,0.386775557,12597.5,9,0,1,0,0,0
28974,28974,0.00169074,53,0,1.911665291,5388,6,0,0,0,0,0
28975,28975,0.42974951,68,0,1.047458665,3265,9,0,2,0,0,0
28976,28976,0.016450395,82,0,0.090866945,4313,10,0,0,0,0,0
28977,28977,0.034927948,62,0,1.911665291,5388,8,0,1,0,0,0
28978,28978,0.02545326,32,0,0.339617252,3500,9,1,0,0,0,0
28979,28979,0.899271678,44,3,0.344002269,12597.5,15,0,3,0,3,0
28980,28980,0.603398693,54,0,0.195850519,8000,9,0,2,0,1,0
28981,28981,0.027021999,49,3,0.77689824,9600,15,0,5,0,2,0
28982,28982,0.030691119,65,0,0.367053212,12158,17,0,1,0,0,0
28983,28983,0.027375467,38,0,0.164135041,12597.5,7,0,1,0,0,0
28984,28984,0.883058711,52,0,0.325521393,4650,7,0,1,0,0,1
28985,28985,0.058974001,43,0,0.264426388,7260,3,0,1,0,2,0
28986,28986,1.325581395,28,0,0.063763608,4500,2,1,0,2,0,1
28987,28987,0.337977468,42,1,0.253323879,5640,6,0,1,0,2,0
28988,28988,0,61,0,0.076386467,2866,2,0,0,0,0,0
28989,28989,0.125340897,83,0,1.911665291,5388,5,0,0,0,0,0
28990,28990,0.04341589,41,0,1.911665291,5388,6,0,2,0,0,0
28991,28991,0.9999999,66,0,0.232005141,4667,5,0,1,0,0,0
28992,28992,0.072044861,67,0,0.32620575,4208,10,0,2,0,0,0
28993,28993,0.060019086,47,0,1.911665291,5388,6,0,0,0,0,0
28994,28994,0.028396526,65,0,1.911665291,5388,7,0,1,0,0,0
28995,28995,0.9999999,47,0,1.911665291,5388,1,1,0,1,0,0
28996,28996,0.46257535,62,1,0.433326499,12597.5,18,0,1,0,0,0
28997,28997,0.486685678,62,1,0.280567534,7188,7,0,2,0,1,0
28998,28998,0.018216258,60,0,1.911665291,0,7,0,1,0,0,0
28999,28999,0.897431339,44,1,0.408709339,3811,5,0,1,0,0,0
29000,29000,0.9999999,70,0,0,11000,1,0,0,0,0,0
29001,29001,0.01459854,75,0,1.911665291,5388,2,0,0,0,0,0
29002,29002,0.01196252,64,0,1.911665291,5388,6,0,1,0,0,0
29003,29003,0.07824837,52,0,0.269654666,4082,8,0,1,0,1,0
29004,29004,0.016899578,85,0,0.133880757,2800,3,0,0,0,0,0
29005,29005,0.390034855,39,0,0.588162149,4020,10,0,0,0,0,0
29006,29006,0.092158845,62,0,0.275603289,12597.5,13,0,2,0,0,0
29007,29007,0.97790221,43,2,0.3877858,3323,5,0,0,0,1,0
29008,29008,0.012135812,74,0,1.911665291,5388,5,0,2,0,0,0
29009,29009,0.023093622,61,0,1.911665291,5388,9,0,3,0,2,0
29010,29010,0.589632784,38,0,0.133564888,6333,4,0,0,0,3,0
29011,29011,0.384244163,49,1,0.773424191,1760,8,0,1,0,4,1
29012,29012,0.601866613,49,0,0.336340569,3546,6,0,0,0,4,0
29013,29013,0.00565485,50,0,0.347912088,9099,8,0,1,0,0,0
29014,29014,0.060795925,87,0,0.085993485,1534,10,0,0,0,0,0
29015,29015,0.9999999,29,0,0.119576085,5000,0,0,0,0,0,0
29016,29016,0.17732796,33,0,0.182330298,10650,8,0,1,0,0,0
29017,29017,0.539283042,56,2,0.382722379,3900,4,0,1,1,0,0
29018,29018,0.000390225,60,0,0,5388,3,0,0,0,0,0
29019,29019,0.469312884,45,1,0.25436445,6930,13,0,1,0,4,0
29020,29020,0.096408261,66,0,1.911665291,5388,14,0,2,0,0,0
29021,29021,0.9999999,32,0,0.081405313,3500,8,0,0,0,0,0
29022,29022,0.002549767,65,0,1.911665291,5388,7,0,1,0,0,0
29023,29023,0.084333266,61,0,0.024010383,1540,3,0,0,0,0,0
29024,29024,0.088143591,57,0,0.279921087,4561,5,0,2,0,0,0
29025,29025,0.267865231,30,0,1.231256248,3000,11,0,2,0,1,0
29026,29026,1.013403648,62,4,0.364327135,5000,7,1,1,2,0,0
29027,29027,0.052253096,58,1,1.911665291,5388,15,0,2,0,1,0
29028,29028,0,69,0,0,2083,4,0,0,0,0,0
29029,29029,0.02689731,78,0,0.000761832,10500,1,0,0,0,0,0
29030,29030,0.9999999,23,0,0.11555278,1600,1,0,0,0,0,0
29031,29031,0.04449555,40,0,0.001688092,7700,1,0,0,0,0,0
29032,29032,0,54,0,1.911665291,5388,7,0,1,0,0,0
29033,29033,0.148052461,71,0,0.403607911,4600,12,0,1,0,2,0
29034,29034,1.02372035,28,0,0.01164557,1974,2,0,0,0,0,0
29035,29035,0.269162282,56,0,0.175486031,12597.5,12,0,1,0,0,0
29036,29036,0.549195052,67,0,0.794992175,1916,20,0,0,0,0,0
29037,29037,0.045730304,53,0,0.012596505,2460,5,0,0,0,0,0
29038,29038,0.324304672,38,1,1.911665291,5388,8,0,4,0,0,0
29039,29039,0.228650243,39,0,0.391414478,7500,8,0,0,0,0,0
29040,29040,0.098445078,67,0,1.911665291,5388,7,0,4,0,0,0
29041,29041,0.984455184,50,2,0.125846154,9749,4,1,0,2,3,1
29042,29042,0.008003142,49,0,1.911665291,5388,10,0,2,0,3,0
29043,29043,0.157270804,63,0,0.054117647,2974,2,0,0,0,0,0
29044,29044,0.059553193,67,0,0.007088475,3808,2,0,0,0,0,0
29045,29045,0.10015333,45,0,0.635649691,4201,9,0,1,0,2,0
29046,29046,0.292827797,73,0,0.193124464,10500,13,0,1,0,0,0
29047,29047,0.152587969,50,0,0.231687641,9296,14,0,1,0,0,0
29048,29048,0.007734877,58,0,0.462276381,7713,6,0,1,0,0,0
29049,29049,0.649357763,58,0,0.651236962,11600,16,0,4,0,1,0
29050,29050,0.015615822,60,0,0.281705948,9800,12,0,2,0,1,0
29051,29051,0.072157114,77,0,1.911665291,5388,1,0,0,0,0,0
29052,29052,0.074096295,38,1,1.911665291,5388,12,0,2,0,0,0
29053,29053,0.72144362,50,0,0.463117808,12078,15,0,2,0,1,0
29054,29054,0.999929088,35,0,0.379374375,7000,5,0,1,0,1,0
29055,29055,0,83,0,1.911665291,5388,4,0,1,0,0,0
29056,29056,0.691849853,77,0,0.630204658,1416,6,0,0,0,0,0
29057,29057,0.031786336,54,0,0.023919522,12597.5,16,0,1,0,2,0
29058,29058,0.415584416,23,0,0.005997001,2000,1,0,0,0,0,0
29059,29059,0.431340274,65,4,0.680429803,12597.5,29,0,8,0,0,0
29060,29060,0.012384488,61,0,1.911665291,5388,7,0,0,0,0,0
29061,29061,0.615375536,57,1,0.43967376,10666,13,0,2,0,1,0
29062,29062,0.766657823,54,0,1.911665291,5388,4,0,1,0,0,0
29063,29063,0.002894845,88,0,0.001999429,3500,11,0,0,0,0,0
29064,29064,0.9999999,68,0,1.911665291,5388,5,0,0,0,0,0
29065,29065,0.381665458,45,0,0.688577856,4000,9,0,2,0,3,0
29066,29066,0.102438753,45,0,1.911665291,5388,6,0,1,0,1,0
29067,29067,0.508995269,68,0,0.452609712,3850,6,0,1,0,0,0
29068,29068,0.014179457,46,0,0.493667511,7500,6,0,3,0,0,0
29069,29069,0,61,0,0.639765748,7000,14,0,3,0,0,0
29070,29070,0.94247172,45,0,0.796833773,5305,13,0,2,0,3,0
29071,29071,0.057806771,40,0,0.367644648,6100,14,0,2,0,2,0
29072,29072,0.417380687,45,0,1.166021672,5167,13,0,3,0,0,0
29073,29073,0.058084893,43,0,0.297025723,4975,8,0,1,0,1,0
29074,29074,0.026139123,30,0,1.003634711,2200,7,0,2,0,0,0
29075,29075,0.048651629,65,0,0.244722613,12597.5,7,0,3,0,1,0
29076,29076,0.005579306,71,0,0.007763975,3219,4,0,0,0,0,0
29077,29077,0.026211651,61,0,1.911665291,5388,7,0,1,0,0,0
29078,29078,0.066327851,51,0,0.262409828,12597.5,9,0,2,0,2,0
29079,29079,0.9999999,47,0,1.911665291,5388,2,1,2,1,0,0
29080,29080,0.00718165,52,0,0.261155051,6700,11,0,1,0,2,0
29081,29081,0.061093571,58,0,1.911665291,5388,21,1,4,0,1,0
29082,29082,0.710323745,61,1,0.401691874,3900,8,1,1,0,2,0
29083,29083,0.00979951,90,0,0.106004448,4046,3,0,0,0,0,0
29084,29084,0.056702547,86,0,1.911665291,5388,5,0,0,0,0,0
29085,29085,0.363089776,61,0,0.405781811,4738,19,0,1,0,0,0
29086,29086,0.245236427,64,0,0.23208707,9922,14,0,2,0,0,0
29087,29087,0.9999999,32,0,1.911665291,5388,1,0,0,0,3,1
29088,29088,0.046531161,75,0,0.049316894,3000,21,0,0,0,0,0
29089,29089,0.104752698,68,0,1.911665291,5388,9,0,0,0,0,0
29090,29090,0.029003074,47,0,0.38320802,3989,12,0,1,0,2,0
29091,29091,0.158624341,52,0,0.800594434,3700,19,0,1,0,2,0
29092,29092,0.9999999,33,0,1,5388,2,0,0,0,0,0
29093,29093,0.307282949,53,0,1.911665291,5388,9,0,2,0,0,0
29094,29094,0.643938342,30,0,1.911665291,0,6,0,0,0,2,0
29095,29095,0.21699783,51,0,0.846074734,8750,12,0,2,0,2,0
29096,29096,0.937327864,65,0,0.512817716,9166,11,0,2,0,1,0
29097,29097,0.500989077,42,1,0.426902431,9500,14,0,1,0,2,0
29098,29098,0.375124975,48,1,0.145958298,3500,2,0,0,0,2,0
29099,29099,0.138591585,42,0,1.911665291,5388,10,0,2,0,1,0
29100,29100,0.088642584,52,0,0.413896526,4000,7,0,1,0,1,0
29101,29101,0.647668394,31,0,0.317305403,4200,10,0,0,0,0,0
29102,29102,0.147151463,58,0,1.911665291,5388,6,0,2,0,0,0
29103,29103,0.001045738,73,0,0.000349101,5728,5,0,0,0,1,0
29104,29104,0.587457187,81,0,0.133216696,4000,11,0,0,0,0,0
29105,29105,0.043538927,52,0,1.911665291,5388,6,0,0,0,0,0
29106,29106,0.409829238,30,0,0.394616887,4606,8,0,2,0,2,0
29107,29107,0.010103634,32,0,0.013398295,820,5,0,0,0,0,0
29108,29108,0.157425764,79,0,0.146488294,1494,5,0,0,0,0,0
29109,29109,0.9999999,40,0,1.31746504,3360,6,0,1,0,0,0
29110,29110,0,44,0,0.474693252,2607,3,0,1,0,4,0
29111,29111,0.41282614,27,0,0.151673186,2300,7,0,0,0,0,0
29112,29112,0.260567717,47,0,0.106366658,11732,12,0,2,1,2,0
29113,29113,0.139501826,49,0,0.471950321,9500,11,0,3,0,2,0
29114,29114,0.03267642,58,0,1.911665291,5388,5,0,3,0,0,0
29115,29115,0.006571241,63,0,0.429038064,12597.5,5,0,2,0,0,0
29116,29116,0.883023395,46,1,0.217156569,3333,4,0,0,0,2,0
29117,29117,0.110151188,65,0,1.911665291,5388,13,0,2,0,0,0
29118,29118,0.550601195,60,0,0.587680256,5616,13,0,2,0,0,0
29119,29119,0.061812055,37,0,1.911665291,5388,7,0,1,0,0,0
29120,29120,0.657675444,65,0,0.519136408,3056,4,0,1,0,0,0
29121,29121,0.9999999,30,98,0,5388,0,98,0,98,1,0
29122,29122,0.381983023,35,0,0.165254773,7908,8,0,0,0,0,0
29123,29123,0.211755862,51,0,0.584438166,4600,14,0,1,0,2,0
29124,29124,0.024243057,74,0,1.911665291,5388,14,0,3,0,0,0
29125,29125,0.253427952,55,0,0.897537245,3288,19,0,2,0,1,0
29126,29126,6.83E-05,61,0,0.335528241,6833,19,0,3,0,0,0
29127,29127,0.217956409,26,0,0.113924051,1500,5,0,0,0,2,0
29128,29128,0.188574961,85,0,1.911665291,5388,4,0,0,0,0,0
29129,29129,0.170457188,54,0,0.026441446,12597.5,12,0,1,0,3,0
29130,29130,0.058048666,74,0,1.911665291,5388,5,0,0,0,0,0
29131,29131,0.200034653,63,0,1.911665291,5388,6,0,0,0,0,0
29132,29132,0.251358288,63,0,0.206974128,2666,4,0,0,0,0,0
29133,29133,1.003833174,42,0,1.211075047,10166,12,0,5,0,0,1
29134,29134,0.157651357,67,0,1.911665291,5388,12,0,0,0,0,0
29135,29135,0.658178909,32,0,1.911665291,5388,6,1,1,0,4,0
29136,29136,0.294958067,49,0,0.32254071,10500,10,0,1,0,3,0
29137,29137,0.61618569,42,1,0.585517346,6600,15,0,1,0,0,0
29138,29138,1.007496252,32,0,0.362772871,6000,8,0,1,0,2,0
29139,29139,0,51,0,0.005998081,4167,5,0,0,0,0,0
29140,29140,0.03559822,41,0,0.282937365,4166,3,0,1,0,0,0
29141,29141,0,60,0,0.116359628,6350,5,0,1,0,0,0
29142,29142,0,45,0,0,5388,2,0,0,0,0,0
29143,29143,0.822245653,56,0,1.070794336,4166,14,0,2,1,2,0
29144,29144,0.01392272,68,0,0.269682579,4000,7,0,1,0,0,0
29145,29145,0.952031979,43,0,0.261692253,2800,5,3,0,2,0,0
29146,29146,0.067936744,68,0,1.911665291,0,10,0,1,0,1,0
29147,29147,0.801006419,45,0,0.167728603,5806,3,0,0,0,1,0
29148,29148,0.112783538,42,0,0.384303435,4191,9,0,2,0,0,0
29149,29149,0.20161835,40,2,0.255023331,10500,12,0,2,0,2,0
29150,29150,0,35,0,0.237235173,12597.5,8,0,2,0,2,0
29151,29151,0.070191491,48,0,0.797571974,12597.5,5,0,3,0,3,0
29152,29152,0.304144488,66,0,0.456640214,10458,12,0,2,0,2,0
29153,29153,0.435654565,38,0,1.911665291,5388,8,0,2,0,0,0
29154,29154,0.411024653,29,2,0.262794573,4200,12,0,0,0,0,0
29155,29155,0.374494735,72,0,0.413685098,8300,16,0,1,0,0,0
29156,29156,0.727267046,39,2,0.292958149,7000,9,0,1,0,2,0
29157,29157,0.9999999,31,0,1.911665291,5388,4,7,0,7,0,1
29158,29158,0.544446464,53,0,0.880108992,1100,8,0,0,0,0,0
29159,29159,0.040844917,47,0,0.270659761,4440,19,0,1,0,1,0
29160,29160,0.305570918,56,0,0.698919991,4536,18,0,1,0,1,0
29161,29161,0.000532981,80,0,0.006087251,2956,5,0,0,0,0,0
29162,29162,0.488317977,29,1,0.910035986,2500,11,0,2,0,0,0
29163,29163,0.04559544,56,0,0.216175359,5291,3,0,0,0,0,0
29164,29164,0.072104968,47,0,0.417072866,8000,16,0,1,0,3,0
29165,29165,0.532640659,34,0,0.524224558,3900,6,0,1,0,0,0
29166,29166,0.049635172,88,0,0.088382324,5000,11,0,0,0,0,0
29167,29167,0.045960284,34,0,0.205196536,1500,7,0,0,0,0,0
29168,29168,0.896054569,51,0,0.675428784,5363,10,0,2,0,0,0
29169,29169,0.706586826,23,0,0.004759638,2100,1,0,0,0,0,0
29170,29170,0.3443505,48,3,1.911665291,5388,4,0,0,0,0,0
29171,29171,0.194560181,56,0,0.31884058,8900,4,0,2,0,0,0
29172,29172,0.089497763,69,0,0.061435085,4166,11,0,0,0,1,0
29173,29173,0.389573201,67,4,0.335107412,10333,7,0,2,0,1,0
29174,29174,0.766445637,29,1,0.101969195,5128,5,0,0,0,0,0
29175,29175,0.149327892,49,1,0.206703464,12500,10,0,1,0,2,0
29176,29176,0.236219127,71,0,0.015677492,5357,3,0,0,0,0,0
29177,29177,0.9999999,55,2,0.871929673,11602,7,0,3,1,3,0
29178,29178,0.692043599,47,0,0.366459627,8210,8,0,3,0,0,0
29179,29179,0.9999999,50,0,0.253539477,11512,3,0,1,0,3,0
29180,29180,0.127467148,47,0,0.484841213,12500,13,0,1,0,2,0
29181,29181,0.079269773,46,0,1.911665291,5388,6,0,1,0,0,0
29182,29182,0,24,1,0.091313042,4500,6,0,0,0,1,0
29183,29183,0.165776502,48,0,0.308093606,6708,10,0,1,0,3,0
29184,29184,0,45,0,0,3896,4,0,0,0,3,0
29185,29185,1.08624264,41,0,0.737644733,3540,7,1,0,1,0,1
29186,29186,0.108814148,52,1,0.319282256,7021,13,0,1,0,1,0
29187,29187,0.035576801,61,0,0.400647948,8333,14,0,1,0,0,0
29188,29188,0.711826639,61,0,0.454576157,2960,12,0,1,0,0,0
29189,29189,0.092907093,23,0,0.002150538,929,2,0,0,0,0,0
29190,29190,0.579413285,47,0,1.387045182,2500,13,0,5,0,2,0
29191,29191,0.882614331,34,0,0.130872483,3575,3,0,0,0,3,0
29192,29192,0.004092833,38,0,1.911665291,5388,7,0,1,0,0,0
29193,29193,0.425308861,35,0,0.226607257,9425,6,0,1,0,2,0
29194,29194,0.9999999,27,0,0,1300,1,0,0,0,0,0
29195,29195,0.927303635,55,0,1.911665291,5388,5,0,2,0,0,0
29196,29196,0,69,0,0.881277213,3444,7,0,3,0,1,0
29197,29197,0.101293979,49,0,1.911665291,5388,5,0,2,0,0,0
29198,29198,0.266095964,62,0,0.256189047,5331,16,0,1,0,0,0
29199,29199,0.060226136,66,0,0.172965407,5000,3,0,1,0,0,0
29200,29200,0,61,0,1.911665291,5388,8,0,4,0,0,0
29201,29201,0.637151936,42,1,1.587930727,5600,20,0,5,0,1,0
29202,29202,0.016199751,73,0,0.004861982,6375,9,0,0,0,0,0
29203,29203,0.05537669,67,0,0.021191523,2500,3,0,0,0,0,0
29204,29204,0.9999999,52,0,0.256670902,1573,2,0,0,0,0,0
29205,29205,0.541454879,43,1,0.204881849,11552,6,0,1,0,0,0
29206,29206,0,67,0,1.911665291,5388,10,0,0,0,0,0
29207,29207,0.514383259,55,2,1.911665291,5388,16,0,3,0,1,0
29208,29208,0.873473918,32,0,1.911665291,5388,1,0,0,0,0,0
29209,29209,0.448302068,79,0,0.412184674,2100,2,0,0,0,0,0
29210,29210,0.95690988,39,0,1.911665291,5388,8,0,2,0,3,0
29211,29211,0.008884851,79,0,1.911665291,5388,11,0,0,0,0,0
29212,29212,0.548804876,34,0,1.911665291,5388,3,0,0,0,3,0
29213,29213,0.025886595,77,0,1.911665291,5388,8,0,2,0,1,0
29214,29214,0.009643521,43,0,0.205316224,12000,8,0,1,0,1,0
29215,29215,0.83400664,36,0,0.332916704,11200,8,0,2,0,0,0
29216,29216,0.526062816,45,0,1.911665291,5388,6,0,0,0,1,0
29217,29217,0.075649442,62,0,0.157576775,5958,16,0,0,0,0,0
29218,29218,0.028640541,43,0,0.214914075,9775,13,0,2,0,1,0
29219,29219,0.334800795,45,0,0.410074674,7900,10,0,2,0,2,0
29220,29220,1.012885041,38,0,0.521191045,4600,12,0,1,0,3,0
29221,29221,0.407810677,28,0,0.395920816,1666,9,0,0,0,0,0
29222,29222,0.378025679,67,0,0.467604712,3055,9,0,1,0,0,0
29223,29223,0.276392896,41,0,0.430109619,12597.5,10,0,2,0,2,0
29224,29224,0.111509502,68,0,1.911665291,5388,10,0,0,0,1,0
29225,29225,0.9999999,58,1,1.911665291,5388,3,0,0,1,0,0
29226,29226,0.055104296,39,0,0.238460257,6000,5,0,1,0,0,0
29227,29227,0.807019298,40,0,0.371182459,3830,4,0,2,0,0,0
29228,29228,0,36,0,0,4454,9,0,0,0,0,0
29229,29229,0.609341523,36,0,0.141295654,3750,3,0,0,0,0,0
29230,29230,0.9999999,76,0,0.353425463,3400,8,0,2,0,0,0
29231,29231,0.9999999,38,0,1.911665291,5388,2,0,0,0,3,0
29232,29232,0.066079563,45,0,0.280410399,11500,12,0,1,0,4,0
29233,29233,0.040381509,39,0,0.872586176,5540,7,0,2,0,1,0
29234,29234,0.14897993,41,0,0.285171483,10000,10,0,1,0,3,0
29235,29235,0.177474066,74,0,0.19836885,3800,12,0,0,0,0,0
29236,29236,0.040176636,50,0,0.226557639,11250,11,0,1,0,0,0
29237,29237,0.001724019,50,0,0,5388,1,0,0,0,0,0
29238,29238,0.325355953,26,0,0.22923173,1600,4,0,0,0,0,0
29239,29239,0.034553636,30,0,0.241166381,2914,3,0,0,0,0,0
29240,29240,0.101586455,24,0,0.005865103,3750,3,0,0,0,0,0
29241,29241,0.926332756,43,0,1.016753453,4416,11,0,2,0,1,0
29242,29242,0.000471041,66,0,0.34280817,7000,12,0,1,0,1,0
29243,29243,0.003376892,45,0,0.784575982,3513,7,0,2,0,0,0
29244,29244,0.267614067,53,0,1.911665291,5388,8,0,0,0,0,0
29245,29245,0.042478974,81,0,1.911665291,5388,7,0,0,0,0,0
29246,29246,0.378548687,47,0,0.163214582,9655,18,0,0,0,1,0
29247,29247,0.317689494,53,0,0.403382857,12597.5,14,0,4,0,1,0
29248,29248,0.71314741,26,0,0.119914347,1400,2,0,0,0,0,0
29249,29249,0.677526873,56,2,0.352455943,8000,7,0,1,0,2,0
29250,29250,0.269926624,60,0,0.649257749,12597.5,15,0,2,0,3,0
29251,29251,0.328353945,54,0,0.065327889,12000,4,0,0,0,0,0
29252,29252,0.017410372,76,0,0.140305011,2294,14,0,1,0,0,0
29253,29253,0.118384565,64,0,1.911665291,5388,4,0,0,0,0,0
29254,29254,0.019526556,66,0,1.911665291,5388,12,0,4,0,0,0
29255,29255,0.469352236,58,1,0.303209148,2710,8,0,0,0,1,0
29256,29256,0.009273023,41,0,1.911665291,5388,8,0,2,0,0,0
29257,29257,0.206697618,43,0,0.351770559,3416,8,0,0,0,1,0
29258,29258,0.011459771,81,0,0.210526316,2906,7,0,1,0,0,0
29259,29259,0.871272832,38,0,1.911665291,5388,20,0,0,1,0,1
